piece,released,removed,laidZ,finalZ,displacementCm,dropCm
71,0,0,22.500,22.500,0.000,0.000
72,0,0,22.500,22.500,0.000,0.000
73,0,0,22.500,22.500,0.000,0.000
74,0,0,30.000,30.000,0.000,0.000
75,0,0,30.000,30.000,0.000,0.000
76,0,0,30.000,30.000,0.000,0.000
77,0,0,30.000,30.000,0.000,0.000
78,0,0,30.000,30.000,0.000,0.000
79,0,0,30.000,30.000,0.000,0.000
80,0,0,30.000,30.000,0.000,0.000
81,0,0,30.000,30.000,0.000,0.000
82,0,0,30.000,30.000,0.000,0.000
83,0,0,30.000,30.000,0.000,0.000
84,0,0,30.000,30.000,0.000,0.000
85,0,0,30.000,30.000,0.000,0.000
86,0,0,30.000,30.000,0.000,0.000
87,0,0,30.000,30.000,0.000,0.000
88,0,0,30.000,30.000,0.000,0.000
89,0,0,30.000,30.000,0.000,0.000
90,0,0,30.000,30.000,0.000,0.000
91,0,0,30.000,30.000,0.000,0.000
92,0,0,30.000,30.000,0.000,0.000
93,0,0,30.000,30.000,0.000,0.000
94,0,0,30.000,30.000,0.000,0.000
95,0,0,30.000,30.000,0.000,0.000
96,0,0,30.000,30.000,0.000,0.000
97,0,0,30.000,30.000,0.000,0.000
98,0,0,30.000,30.000,0.000,0.000
99,0,0,30.000,30.000,0.000,0.000
100,0,0,30.000,30.000,0.000,0.000
101,0,0,30.000,30.000,0.000,0.000
102,0,0,30.000,30.000,0.000,0.000
103,0,0,37.500,37.500,0.000,0.000
104,0,0,37.500,37.500,0.000,0.000
105,0,0,37.500,37.500,0.000,0.000
106,0,0,37.500,37.500,0.000,0.000
107,0,0,37.500,37.500,0.000,0.000
108,0,0,37.500,37.500,0.000,0.000
109,0,0,37.500,37.500,0.000,0.000
110,0,0,37.500,37.500,0.000,0.000
111,0,0,37.500,37.500,0.000,0.000
112,0,0,37.500,37.500,0.000,0.000
113,0,0,37.500,37.500,0.000,0.000
114,0,0,37.500,37.500,0.000,0.000
115,0,0,37.500,37.500,0.000,0.000
116,0,0,37.500,37.500,0.000,0.000
117,0,0,37.500,37.500,0.000,0.000
118,0,0,37.500,37.500,0.000,0.000
119,0,0,37.500,37.500,0.000,0.000
120,0,0,37.500,37.500,0.000,0.000
121,0,0,37.500,37.500,0.000,0.000
122,0,0,37.500,37.500,0.000,0.000
123,0,0,37.500,37.500,0.000,0.000
124,0,0,37.500,37.500,0.000,0.000
125,0,0,37.500,37.500,0.000,0.000
126,0,0,37.500,37.500,0.000,0.000
127,0,0,37.500,37.500,0.000,0.000
128,0,0,37.500,37.500,0.000,0.000
129,0,0,37.500,37.500,0.000,0.000
130,0,0,37.500,37.500,0.000,0.000
131,0,0,37.500,37.500,0.000,0.000
132,0,0,37.500,37.500,0.000,0.000
133,0,0,45.000,45.000,0.000,0.000
134,0,0,45.000,45.000,0.000,0.000
135,0,0,45.000,45.000,0.000,0.000
136,0,0,45.000,45.000,0.000,0.000
137,0,0,45.000,45.000,0.000,0.000
138,0,0,45.000,45.000,0.000,0.000
139,0,0,45.000,45.000,0.000,0.000
140,0,0,45.000,45.000,0.000,0.000
141,0,0,45.000,45.000,0.000,0.000
142,0,0,45.000,45.000,0.000,0.000
143,0,0,45.000,45.000,0.000,0.000
144,0,0,45.000,45.000,0.000,0.000
145,0,0,45.000,45.000,0.000,0.000
146,0,0,45.000,45.000,0.000,0.000
147,0,0,45.000,45.000,0.000,0.000
148,0,0,45.000,45.000,0.000,0.000
149,0,0,45.000,45.000,0.000,0.000
150,0,0,45.000,45.000,0.000,0.000
151,0,0,45.000,45.000,0.000,0.000
152,0,0,45.000,45.000,0.000,0.000
153,0,0,45.000,45.000,0.000,0.000
154,0,0,45.000,45.000,0.000,0.000
155,0,0,45.000,45.000,0.000,0.000
156,0,0,45.000,45.000,0.000,0.000
157,0,0,45.000,45.000,0.000,0.000
158,0,0,45.000,45.000,0.000,0.000
159,0,0,45.000,45.000,0.000,0.000
160,0,0,45.000,45.000,0.000,0.000
161,0,0,45.000,45.000,0.000,0.000
162,0,0,52.500,52.500,0.000,0.000
163,0,0,52.500,52.500,0.000,0.000
164,0,0,52.500,52.500,0.000,0.000
165,0,0,52.500,52.500,0.000,0.000
166,0,0,52.500,52.500,0.000,0.000
167,0,0,52.500,52.500,0.000,0.000
168,0,0,52.500,52.500,0.000,0.000
169,0,0,52.500,52.500,0.000,0.000
170,0,0,52.500,52.500,0.000,0.000
171,0,0,52.500,52.500,0.000,0.000
172,0,0,52.500,52.500,0.000,0.000
173,0,0,52.500,52.500,0.000,0.000
174,0,0,52.500,52.500,0.000,0.000
175,0,0,52.500,52.500,0.000,0.000
176,0,0,52.500,52.500,0.000,0.000
177,0,0,52.500,52.500,0.000,0.000
178,0,0,52.500,52.500,0.000,0.000
179,0,0,52.500,52.500,0.000,0.000
180,0,0,52.500,52.500,0.000,0.000
181,0,0,52.500,52.500,0.000,0.000
182,0,0,52.500,52.500,0.000,0.000
183,0,0,52.500,52.500,0.000,0.000
184,0,0,52.500,52.500,0.000,0.000
185,0,0,52.500,52.500,0.000,0.000
186,0,0,52.500,52.500,0.000,0.000
187,0,0,60.000,60.000,0.000,0.000
188,0,0,60.000,60.000,0.000,0.000
189,0,0,60.000,60.000,0.000,0.000
190,0,0,60.000,60.000,0.000,0.000
191,0,0,60.000,60.000,0.000,0.000
192,0,0,60.000,60.000,0.000,0.000
193,0,0,60.000,60.000,0.000,0.000
194,0,0,60.000,60.000,0.000,0.000
195,0,0,60.000,60.000,0.000,0.000
196,0,0,60.000,60.000,0.000,0.000
197,0,0,60.000,60.000,0.000,0.000
198,0,0,60.000,60.000,0.000,0.000
199,0,0,60.000,60.000,0.000,0.000
200,0,0,60.000,60.000,0.000,0.000
201,0,0,60.000,60.000,0.000,0.000
202,0,0,60.000,60.000,0.000,0.000
203,0,0,60.000,60.000,0.000,0.000
204,0,0,60.000,60.000,0.000,0.000
205,0,0,60.000,60.000,0.000,0.000
206,0,0,60.000,60.000,0.000,0.000
207,0,0,60.000,60.000,0.000,0.000
208,0,0,60.000,60.000,0.000,0.000
209,0,0,60.000,60.000,0.000,0.000
210,0,0,60.000,60.000,0.000,0.000
211,0,0,67.500,67.500,0.000,0.000
212,0,0,67.500,67.500,0.000,0.000
213,0,0,67.500,67.500,0.000,0.000
214,0,0,67.500,67.500,0.000,0.000
215,0,0,67.500,67.500,0.000,0.000
216,0,0,67.500,67.500,0.000,0.000
217,0,0,67.500,67.500,0.000,0.000
218,0,0,67.500,67.500,0.000,0.000
219,0,0,67.500,67.500,0.000,0.000
220,0,0,67.500,67.500,0.000,0.000
221,0,0,67.500,67.500,0.000,0.000
222,0,0,67.500,67.500,0.000,0.000
223,0,0,67.500,67.500,0.000,0.000
224,0,0,67.500,67.500,0.000,0.000
225,0,0,67.500,67.500,0.000,0.000
226,0,0,67.500,67.500,0.000,0.000
227,0,0,67.500,67.500,0.000,0.000
228,0,0,67.500,67.500,0.000,0.000
229,0,0,67.500,67.500,0.000,0.000
230,0,0,67.500,67.500,0.000,0.000
231,0,0,75.000,75.000,0.000,0.000
232,0,0,75.000,75.000,0.000,0.000
233,0,0,75.000,75.000,0.000,0.000
234,0,0,75.000,75.000,0.000,0.000
235,0,0,75.000,75.000,0.000,0.000
236,0,0,75.000,75.000,0.000,0.000
237,0,0,75.000,75.000,0.000,0.000
238,0,0,75.000,75.000,0.000,0.000
239,0,0,75.000,75.000,0.000,0.000
240,0,0,75.000,75.000,0.000,0.000
241,0,0,75.000,75.000,0.000,0.000
242,0,0,75.000,75.000,0.000,0.000
243,0,0,75.000,75.000,0.000,0.000
244,0,0,75.000,75.000,0.000,0.000
245,0,0,75.000,75.000,0.000,0.000
246,0,0,75.000,75.000,0.000,0.000
247,0,0,75.000,75.000,0.000,0.000
248,0,0,75.000,75.000,0.000,0.000
249,0,0,75.000,75.000,0.000,0.000
250,0,0,75.000,75.000,0.000,0.000
251,0,0,75.000,75.000,0.000,0.000
252,0,0,75.000,75.000,0.000,0.000
253,0,0,75.000,75.000,0.000,0.000
254,0,0,75.000,75.000,0.000,0.000
255,0,0,82.500,82.500,0.000,0.000
256,0,0,82.500,82.500,0.000,0.000
257,0,0,82.500,82.500,0.000,0.000
258,0,0,82.500,82.500,0.000,0.000
259,0,0,82.500,82.500,0.000,0.000
260,0,0,82.500,82.500,0.000,0.000
261,0,0,82.500,82.500,0.000,0.000
262,0,0,82.500,82.500,0.000,0.000
263,0,0,82.500,82.500,0.000,0.000
264,0,0,82.500,82.500,0.000,0.000
265,0,0,82.500,82.500,0.000,0.000
266,0,0,82.500,82.500,0.000,0.000
267,0,0,82.500,82.500,0.000,0.000
268,0,0,82.500,82.500,0.000,0.000
269,0,0,82.500,82.500,0.000,0.000
270,0,0,82.500,82.500,0.000,0.000
271,0,0,82.500,82.500,0.000,0.000
272,0,0,82.500,82.500,0.000,0.000
273,0,0,82.500,82.500,0.000,0.000
274,0,0,82.500,82.500,0.000,0.000
275,0,0,90.000,90.000,0.000,0.000
276,0,0,90.000,90.000,0.000,0.000
277,0,0,90.000,90.000,0.000,0.000
278,0,0,90.000,90.000,0.000,0.000
279,0,0,90.000,90.000,0.000,0.000
280,0,0,90.000,90.000,0.000,0.000
281,0,0,90.000,90.000,0.000,0.000
282,0,0,90.000,90.000,0.000,0.000
283,0,0,90.000,90.000,0.000,0.000
284,0,0,90.000,90.000,0.000,0.000
285,0,0,90.000,90.000,0.000,0.000
286,0,0,90.000,90.000,0.000,0.000
287,0,0,90.000,90.000,0.000,0.000
288,0,0,90.000,90.000,0.000,0.000
289,0,0,90.000,90.000,0.000,0.000
290,0,0,90.000,90.000,0.000,0.000
291,0,0,90.000,90.000,0.000,0.000
292,0,0,90.000,90.000,0.000,0.000
293,0,0,90.000,90.000,0.000,0.000
294,0,0,90.000,90.000,0.000,0.000
295,0,0,90.000,90.000,0.000,0.000
296,0,0,90.000,90.000,0.000,0.000
297,0,0,90.000,90.000,0.000,0.000
298,0,0,90.000,90.000,0.000,0.000
299,0,0,97.500,97.500,0.000,0.000
300,0,0,97.500,97.500,0.000,0.000
301,0,0,97.500,97.500,0.000,0.000
302,0,0,97.500,97.500,0.000,0.000
303,0,0,97.500,97.500,0.000,0.000
304,0,0,97.500,97.500,0.000,0.000
305,0,0,97.500,97.500,0.000,0.000
306,0,0,97.500,97.500,0.000,0.000
307,0,0,97.500,97.500,0.000,0.000
308,0,0,97.500,97.500,0.000,0.000
309,0,0,97.500,97.500,0.000,0.000
310,0,0,97.500,97.500,0.000,0.000
311,0,0,97.500,97.500,0.000,0.000
312,0,0,97.500,97.500,0.000,0.000
313,0,0,97.500,97.500,0.000,0.000
314,0,0,97.500,97.500,0.000,0.000
315,0,0,97.500,97.500,0.000,0.000
316,0,0,97.500,97.500,0.000,0.000
317,0,0,97.500,97.500,0.000,0.000
318,0,0,97.500,97.500,0.000,0.000
319,0,0,105.000,105.000,0.000,0.000
320,0,0,105.000,105.000,0.000,0.000
321,0,0,105.000,105.000,0.000,0.000
322,0,0,105.000,105.000,0.000,0.000
323,0,0,105.000,105.000,0.000,0.000
324,0,0,105.000,105.000,0.000,0.000
325,0,0,105.000,105.000,0.000,0.000
326,0,0,105.000,105.000,0.000,0.000
327,0,0,105.000,105.000,0.000,0.000
328,0,0,105.000,105.000,0.000,0.000
329,0,0,105.000,105.000,0.000,0.000
330,0,0,105.000,105.000,0.000,0.000
331,0,0,105.000,105.000,0.000,0.000
332,0,0,105.000,105.000,0.000,0.000
333,0,0,105.000,105.000,0.000,0.000
334,0,0,105.000,105.000,0.000,0.000
335,0,0,105.000,105.000,0.000,0.000
336,0,0,105.000,105.000,0.000,0.000
337,0,0,105.000,105.000,0.000,0.000
338,0,0,105.000,105.000,0.000,0.000
339,0,0,105.000,105.000,0.000,0.000
340,0,0,105.000,105.000,0.000,0.000
341,0,0,105.000,105.000,0.000,0.000
342,0,0,105.000,105.000,0.000,0.000
343,0,0,112.500,112.500,0.000,0.000
344,0,0,112.500,112.500,0.000,0.000
345,0,0,112.500,112.500,0.000,0.000
346,0,0,112.500,112.500,0.000,0.000
347,0,0,112.500,112.500,0.000,0.000
348,0,0,112.500,112.500,0.000,0.000
349,0,0,112.500,112.500,0.000,0.000
350,0,0,112.500,112.500,0.000,0.000
351,0,0,112.500,112.500,0.000,0.000
352,0,0,112.500,112.500,0.000,0.000
353,0,0,112.500,112.500,0.000,0.000
354,0,0,112.500,112.500,0.000,0.000
355,0,0,112.500,112.500,0.000,0.000
356,0,0,112.500,112.500,0.000,0.000
357,0,0,112.500,112.500,0.000,0.000
358,0,0,112.500,112.500,0.000,0.000
359,0,0,112.500,112.500,0.000,0.000
360,0,0,112.500,112.500,0.000,0.000
361,0,0,112.500,112.500,0.000,0.000
362,0,0,112.500,112.500,0.000,0.000
363,0,0,120.000,120.000,0.000,0.000
364,0,0,120.000,120.000,0.000,0.000
365,0,0,120.000,120.000,0.000,0.000
366,0,0,120.000,120.000,0.000,0.000
367,0,0,120.000,120.000,0.000,0.000
368,0,0,120.000,120.000,0.000,0.000
369,0,0,120.000,120.000,0.000,0.000
370,0,0,120.000,120.000,0.000,0.000
371,0,0,120.000,120.000,0.000,0.000
372,0,0,120.000,120.000,0.000,0.000
373,0,0,120.000,120.000,0.000,0.000
374,0,0,120.000,120.000,0.000,0.000
375,0,0,120.000,120.000,0.000,0.000
376,0,0,120.000,120.000,0.000,0.000
377,0,0,120.000,120.000,0.000,0.000
378,0,0,120.000,120.000,0.000,0.000
379,0,0,120.000,120.000,0.000,0.000
380,0,0,120.000,120.000,0.000,0.000
381,0,0,120.000,120.000,0.000,0.000
382,0,0,120.000,120.000,0.000,0.000
383,0,0,120.000,120.000,0.000,0.000
384,0,0,120.000,120.000,0.000,0.000
385,0,0,120.000,120.000,0.000,0.000
386,0,0,120.000,120.000,0.000,0.000
387,0,0,127.500,127.500,0.000,0.000
388,0,0,127.500,127.500,0.000,0.000
389,0,0,127.500,127.500,0.000,0.000
390,0,0,127.500,127.500,0.000,0.000
391,0,0,127.500,127.500,0.000,0.000
392,0,0,127.500,127.500,0.000,0.000
393,0,0,127.500,127.500,0.000,0.000
394,0,0,127.500,127.500,0.000,0.000
395,0,0,127.500,127.500,0.000,0.000
396,0,0,127.500,127.500,0.000,0.000
397,0,0,127.500,127.500,0.000,0.000
398,0,0,127.500,127.500,0.000,0.000
399,0,0,127.500,127.500,0.000,0.000
400,0,0,127.500,127.500,0.000,0.000
401,0,0,127.500,127.500,0.000,0.000
402,0,0,127.500,127.500,0.000,0.000
403,0,0,127.500,127.500,0.000,0.000
404,0,0,127.500,127.500,0.000,0.000
405,0,0,127.500,127.500,0.000,0.000
406,0,0,127.500,127.500,0.000,0.000
407,0,0,135.000,135.000,0.000,0.000
408,0,0,135.000,135.000,0.000,0.000
409,0,0,135.000,135.000,0.000,0.000
410,0,0,135.000,135.000,0.000,0.000
411,0,0,135.000,135.000,0.000,0.000
412,0,0,135.000,135.000,0.000,0.000
413,0,0,135.000,135.000,0.000,0.000
414,0,0,135.000,135.000,0.000,0.000
415,0,0,135.000,135.000,0.000,0.000
416,0,0,135.000,135.000,0.000,0.000
417,0,0,135.000,135.000,0.000,0.000
418,0,0,135.000,135.000,0.000,0.000
419,0,0,135.000,135.000,0.000,0.000
420,0,0,135.000,135.000,0.000,0.000
421,0,0,135.000,135.000,0.000,0.000
422,0,0,135.000,135.000,0.000,0.000
423,0,0,135.000,135.000,0.000,0.000
424,0,0,135.000,135.000,0.000,0.000
425,0,0,135.000,135.000,0.000,0.000
426,0,0,135.000,135.000,0.000,0.000
427,0,0,135.000,135.000,0.000,0.000
428,0,0,135.000,135.000,0.000,0.000
429,0,0,135.000,135.000,0.000,0.000
430,0,0,135.000,135.000,0.000,0.000
431,0,0,142.500,142.500,0.000,0.000
432,0,0,142.500,142.500,0.000,0.000
433,0,0,142.500,142.500,0.000,0.000
434,0,0,142.500,142.500,0.000,0.000
435,0,0,142.500,142.500,0.000,0.000
436,0,0,142.500,142.500,0.000,0.000
437,0,0,142.500,142.500,0.000,0.000
438,0,0,142.500,142.500,0.000,0.000
439,0,0,142.500,142.500,0.000,0.000
440,0,0,142.500,142.500,0.000,0.000
441,0,0,142.500,142.500,0.000,0.000
442,0,0,142.500,142.500,0.000,0.000
443,0,0,142.500,142.500,0.000,0.000
444,0,0,142.500,142.500,0.000,0.000
445,0,0,142.500,142.500,0.000,0.000
446,0,0,142.500,142.500,0.000,0.000
447,0,0,142.500,142.500,0.000,0.000
448,0,0,142.500,142.500,0.000,0.000
449,0,0,142.500,142.500,0.000,0.000
450,0,0,142.500,142.500,0.000,0.000
451,0,0,150.000,150.000,0.000,0.000
452,0,0,150.000,150.000,0.000,0.000
453,0,0,150.000,150.000,0.000,0.000
454,0,0,150.000,150.000,0.000,0.000
455,0,0,150.000,150.000,0.000,0.000
456,0,0,150.000,150.000,0.000,0.000
457,0,0,150.000,150.000,0.000,0.000
458,0,0,150.000,150.000,0.000,0.000
459,0,0,150.000,150.000,0.000,0.000
460,0,0,150.000,150.000,0.000,0.000
461,0,0,150.000,150.000,0.000,0.000
462,0,0,150.000,150.000,0.000,0.000
463,0,0,150.000,150.000,0.000,0.000
464,0,0,150.000,150.000,0.000,0.000
465,0,0,150.000,150.000,0.000,0.000
466,0,0,150.000,150.000,0.000,0.000
467,0,0,150.000,150.000,0.000,0.000
468,0,0,150.000,150.000,0.000,0.000
469,0,0,150.000,150.000,0.000,0.000
470,0,0,150.000,150.000,0.000,0.000
471,0,0,150.000,150.000,0.000,0.000
472,0,0,150.000,150.000,0.000,0.000
473,0,0,150.000,150.000,0.000,0.000
474,0,0,150.000,150.000,0.000,0.000
475,0,0,157.500,157.500,0.000,0.000
476,0,0,157.500,157.500,0.000,0.000
477,0,0,157.500,157.500,0.000,0.000
478,0,0,157.500,157.500,0.000,0.000
479,0,0,157.500,157.500,0.000,0.000
480,0,0,157.500,157.500,0.000,0.000
481,0,0,157.500,157.500,0.000,0.000
482,0,0,157.500,157.500,0.000,0.000
483,0,0,157.500,157.500,0.000,0.000
484,0,0,157.500,157.500,0.000,0.000
485,0,0,157.500,157.500,0.000,0.000
486,0,0,157.500,157.500,0.000,0.000
487,0,0,157.500,157.500,0.000,0.000
488,0,0,157.500,157.500,0.000,0.000
489,0,0,157.500,157.500,0.000,0.000
490,0,0,157.500,157.500,0.000,0.000
491,0,0,157.500,157.500,0.000,0.000
492,0,0,157.500,157.500,0.000,0.000
493,0,0,157.500,157.500,0.000,0.000
494,0,0,157.500,157.500,0.000,0.000
495,0,0,165.000,165.000,0.000,0.000
496,0,0,165.000,165.000,0.000,0.000
497,0,0,165.000,165.000,0.000,0.000
498,0,0,165.000,165.000,0.000,0.000
499,0,0,165.000,165.000,0.000,0.000
500,0,0,165.000,165.000,0.000,0.000
501,0,0,165.000,165.000,0.000,0.000
502,0,0,165.000,165.000,0.000,0.000
503,0,0,165.000,165.000,0.000,0.000
504,0,0,165.000,165.000,0.000,0.000
505,0,0,165.000,165.000,0.000,0.000
506,0,0,165.000,165.000,0.000,0.000
507,0,0,165.000,165.000,0.000,0.000
508,0,0,165.000,165.000,0.000,0.000
509,0,0,165.000,165.000,0.000,0.000
510,0,0,165.000,165.000,0.000,0.000
511,0,0,165.000,165.000,0.000,0.000
512,0,0,165.000,165.000,0.000,0.000
513,0,0,165.000,165.000,0.000,0.000
514,0,0,165.000,165.000,0.000,0.000
515,0,0,165.000,165.000,0.000,0.000
516,0,0,165.000,165.000,0.000,0.000
517,0,0,165.000,165.000,0.000,0.000
518,0,0,165.000,165.000,0.000,0.000
519,0,0,172.500,172.500,0.000,0.000
520,0,0,172.500,172.500,0.000,0.000
521,0,0,172.500,172.500,0.000,0.000
522,0,0,172.500,172.500,0.000,0.000
523,0,0,172.500,172.500,0.000,0.000
524,0,0,172.500,172.500,0.000,0.000
525,0,0,172.500,172.500,0.000,0.000
526,0,0,172.500,172.500,0.000,0.000
527,0,0,172.500,172.500,0.000,0.000
528,0,0,172.500,172.500,0.000,0.000
529,0,0,172.500,172.500,0.000,0.000
530,0,0,172.500,172.500,0.000,0.000
531,0,0,172.500,172.500,0.000,0.000
532,0,0,172.500,172.500,0.000,0.000
533,0,0,172.500,172.500,0.000,0.000
534,0,0,172.500,172.500,0.000,0.000
535,0,0,172.500,172.500,0.000,0.000
536,0,0,172.500,172.500,0.000,0.000
537,0,0,172.500,172.500,0.000,0.000
538,0,0,172.500,172.500,0.000,0.000
539,0,0,180.000,180.000,0.000,0.000
540,0,0,180.000,180.000,0.000,0.000
541,0,0,180.000,180.000,0.000,0.000
542,0,0,180.000,180.000,0.000,0.000
543,0,0,180.000,180.000,0.000,0.000
544,0,0,180.000,180.000,0.000,0.000
545,0,0,180.000,180.000,0.000,0.000
546,0,0,180.000,180.000,0.000,0.000
547,0,0,180.000,180.000,0.000,0.000
548,0,0,180.000,180.000,0.000,0.000
549,0,0,180.000,180.000,0.000,0.000
550,0,0,180.000,180.000,0.000,0.000
551,0,0,180.000,180.000,0.000,0.000
552,0,0,180.000,180.000,0.000,0.000
553,0,0,180.000,180.000,0.000,0.000
554,0,0,180.000,180.000,0.000,0.000
555,0,0,180.000,180.000,0.000,0.000
556,0,0,180.000,180.000,0.000,0.000
557,0,0,180.000,180.000,0.000,0.000
558,0,0,180.000,180.000,0.000,0.000
559,0,0,180.000,180.000,0.000,0.000
560,0,0,180.000,180.000,0.000,0.000
561,0,0,180.000,180.000,0.000,0.000
562,0,0,180.000,180.000,0.000,0.000
563,0,0,187.500,187.500,0.000,0.000
564,0,0,187.500,187.500,0.000,0.000
565,0,0,187.500,187.500,0.000,0.000
566,0,0,187.500,187.500,0.000,0.000
567,0,0,187.500,187.500,0.000,0.000
568,0,0,187.500,187.500,0.000,0.000
569,0,0,187.500,187.500,0.000,0.000
570,0,0,187.500,187.500,0.000,0.000
571,0,0,187.500,187.500,0.000,0.000
572,0,0,187.500,187.500,0.000,0.000
573,0,0,187.500,187.500,0.000,0.000
574,0,0,187.500,187.500,0.000,0.000
575,0,0,187.500,187.500,0.000,0.000
576,0,0,187.500,187.500,0.000,0.000
577,0,0,187.500,187.500,0.000,0.000
578,0,0,187.500,187.500,0.000,0.000
579,0,0,187.500,187.500,0.000,0.000
580,0,0,187.500,187.500,0.000,0.000
581,0,0,187.500,187.500,0.000,0.000
582,0,0,187.500,187.500,0.000,0.000
583,0,0,195.000,195.000,0.000,0.000
584,0,0,195.000,195.000,0.000,0.000
585,0,0,195.000,195.000,0.000,0.000
586,0,0,195.000,195.000,0.000,0.000
587,0,0,195.000,195.000,0.000,0.000
588,0,0,195.000,195.000,0.000,0.000
589,0,0,195.000,195.000,0.000,0.000
590,0,0,195.000,195.000,0.000,0.000
591,0,0,195.000,195.000,0.000,0.000
592,0,0,195.000,195.000,0.000,0.000
593,0,0,195.000,195.000,0.000,0.000
594,0,0,195.000,195.000,0.000,0.000
595,0,0,195.000,195.000,0.000,0.000
596,0,0,195.000,195.000,0.000,0.000
597,0,0,195.000,195.000,0.000,0.000
598,0,0,195.000,195.000,0.000,0.000
599,0,0,195.000,195.000,0.000,0.000
600,0,0,195.000,195.000,0.000,0.000
601,0,0,195.000,195.000,0.000,0.000
602,0,0,195.000,195.000,0.000,0.000
603,0,0,195.000,195.000,0.000,0.000
604,0,0,195.000,195.000,0.000,0.000
605,0,0,195.000,195.000,0.000,0.000
606,0,0,195.000,195.000,0.000,0.000
607,0,0,202.500,202.500,0.000,0.000
608,0,0,202.500,202.500,0.000,0.000
609,0,0,202.500,202.500,0.000,0.000
610,0,0,202.500,202.500,0.000,0.000
611,0,0,202.500,202.500,0.000,0.000
612,0,0,202.500,202.500,0.000,0.000
613,0,0,202.500,202.500,0.000,0.000
614,0,0,202.500,202.500,0.000,0.000
615,0,0,202.500,202.500,0.000,0.000
616,0,0,202.500,202.500,0.000,0.000
617,0,0,202.500,202.500,0.000,0.000
618,0,0,202.500,202.500,0.000,0.000
619,0,0,202.500,202.500,0.000,0.000
620,0,0,202.500,202.500,0.000,0.000
621,0,0,202.500,202.500,0.000,0.000
622,0,0,202.500,202.500,0.000,0.000
623,0,0,202.500,202.500,0.000,0.000
624,0,0,202.500,202.500,0.000,0.000
625,0,0,202.500,202.500,0.000,0.000
626,0,0,202.500,202.500,0.000,0.000
627,0,0,210.000,210.000,0.000,0.000
628,0,0,210.000,210.000,0.000,0.000
629,0,0,210.000,210.000,0.000,0.000
630,0,0,210.000,210.000,0.000,0.000
631,0,0,210.000,210.000,0.000,0.000
